,date,threshold,density,coloring,num_colors,valid_coloring
0,2016-10-31,0.6,0.16363636363636364,"{'IYT': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLE': 1, 'XLU': 1, 'XLY': 1, 'XLB': 2}",3,True
1,2016-10-31,0.7,0.05454545454545454,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLE': 0, 'RWR': 1, 'XLI': 1, 'XLY': 1}",2,True
2,2011-05-31,0.7999999999999999,0.09090909090909091,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLF': 0, 'XLK': 0, 'XLY': 1, 'XLE': 1, 'XLI': 1, 'XLP': 1}",2,True
3,2013-11-30,0.7999999999999999,0.10909090909090909,"{'IYT': 0, 'XLI': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLE': 1, 'XLY': 1, 'XLB': 2}",3,True
4,2015-02-28,0.7999999999999999,0.03636363636363636,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0, 'XLI': 1}",2,True
5,2016-05-31,0.7999999999999999,0.09090909090909091,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLY': 0, 'XLK': 1, 'XLE': 1, 'XLI': 2}",3,True
6,2016-10-31,0.7999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
7,2017-08-31,0.7999999999999999,0.14545454545454545,"{'IYT': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLE': 0, 'XLB': 1, 'XLI': 1, 'XLK': 2, 'XLY': 3}",4,True
8,2008-06-30,0.8999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
9,2009-04-30,0.8999999999999999,0.07272727272727272,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLE': 0, 'XLI': 1, 'XLY': 2}",3,True
10,2009-09-30,0.8999999999999999,0.03636363636363636,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0, 'RWR': 1}",2,True
11,2010-12-31,0.8999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
12,2011-05-31,0.8999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
13,2012-03-31,0.8999999999999999,0.01818181818181818,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0, 'XLV': 1}",2,True
14,2012-08-31,0.8999999999999999,0.01818181818181818,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0, 'XLI': 1}",2,True
15,2013-01-31,0.8999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
16,2013-11-30,0.8999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
17,2015-02-28,0.8999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
18,2016-05-31,0.8999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
19,2016-10-31,0.8999999999999999,0.0,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'XLI': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0}",1,True
20,2017-03-31,0.8999999999999999,0.05454545454545454,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0, 'XLI': 1}",2,True
21,2017-08-31,0.8999999999999999,0.01818181818181818,"{'IYT': 0, 'XLB': 0, 'XLU': 0, 'RWR': 0, 'XLV': 0, 'XLP': 0, 'XLF': 0, 'XLK': 0, 'XLY': 0, 'XLE': 0, 'XLI': 1}",2,True
